Items: 500
Max score assuming infinite container: 2311
Gen #0 | Best score: 349 | Gen avg: 277.37 | Current optimal: 349 | Optimal ID: d78ef442f6cc9478651211e0a509326c | Wasted room: 132
Gen #6785 | Best score: 384 | Gen avg: 220.70 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6786 | Best score: 384 | Gen avg: 222.28 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6787 | Best score: 382 | Gen avg: 217.53 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6788 | Best score: 382 | Gen avg: 212.43 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6789 | Best score: 376 | Gen avg: 221.59 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6790 | Best score: 378 | Gen avg: 213.17 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6791 | Best score: 378 | Gen avg: 225.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6792 | Best score: 382 | Gen avg: 218.50 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6793 | Best score: 382 | Gen avg: 222.26 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6794 | Best score: 383 | Gen avg: 225.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6795 | Best score: 383 | Gen avg: 220.68 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6796 | Best score: 383 | Gen avg: 216.89 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6797 | Best score: 383 | Gen avg: 217.02 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6798 | Best score: 383 | Gen avg: 210.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6799 | Best score: 383 | Gen avg: 203.99 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6800 | Best score: 383 | Gen avg: 210.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6801 | Best score: 382 | Gen avg: 208.89 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6802 | Best score: 382 | Gen avg: 217.95 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6803 | Best score: 382 | Gen avg: 216.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6804 | Best score: 382 | Gen avg: 214.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6805 | Best score: 382 | Gen avg: 227.27 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6806 | Best score: 386 | Gen avg: 236.35 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6807 | Best score: 386 | Gen avg: 231.57 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6808 | Best score: 386 | Gen avg: 226.95 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6809 | Best score: 386 | Gen avg: 230.63 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6810 | Best score: 386 | Gen avg: 233.83 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6811 | Best score: 397 | Gen avg: 228.98 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6812 | Best score: 397 | Gen avg: 223.96 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6813 | Best score: 397 | Gen avg: 221.68 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6814 | Best score: 397 | Gen avg: 218.43 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6815 | Best score: 397 | Gen avg: 225.72 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6816 | Best score: 397 | Gen avg: 228.77 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6817 | Best score: 391 | Gen avg: 234.02 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6818 | Best score: 391 | Gen avg: 235.31 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6819 | Best score: 391 | Gen avg: 231.91 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6820 | Best score: 391 | Gen avg: 243.42 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6821 | Best score: 391 | Gen avg: 218.85 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6822 | Best score: 391 | Gen avg: 219.69 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6823 | Best score: 391 | Gen avg: 222.59 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6824 | Best score: 391 | Gen avg: 231.63 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6825 | Best score: 391 | Gen avg: 231.21 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6826 | Best score: 395 | Gen avg: 223.04 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6827 | Best score: 395 | Gen avg: 218.79 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6828 | Best score: 395 | Gen avg: 220.73 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6829 | Best score: 395 | Gen avg: 228.71 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6830 | Best score: 395 | Gen avg: 239.22 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6831 | Best score: 398 | Gen avg: 236.72 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6832 | Best score: 398 | Gen avg: 232.70 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6833 | Best score: 401 | Gen avg: 235.79 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6834 | Best score: 401 | Gen avg: 235.45 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6835 | Best score: 401 | Gen avg: 225.93 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6836 | Best score: 401 | Gen avg: 228.29 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6837 | Best score: 401 | Gen avg: 226.33 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6838 | Best score: 401 | Gen avg: 220.78 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6839 | Best score: 401 | Gen avg: 226.12 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6840 | Best score: 401 | Gen avg: 222.36 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6841 | Best score: 401 | Gen avg: 223.00 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6842 | Best score: 401 | Gen avg: 231.19 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6843 | Best score: 401 | Gen avg: 221.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6844 | Best score: 401 | Gen avg: 223.77 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6845 | Best score: 401 | Gen avg: 224.71 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6846 | Best score: 401 | Gen avg: 230.90 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6847 | Best score: 401 | Gen avg: 226.83 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6848 | Best score: 401 | Gen avg: 232.43 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6849 | Best score: 401 | Gen avg: 240.93 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6850 | Best score: 401 | Gen avg: 237.77 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6851 | Best score: 401 | Gen avg: 234.55 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6852 | Best score: 401 | Gen avg: 237.51 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6853 | Best score: 401 | Gen avg: 229.63 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6854 | Best score: 401 | Gen avg: 215.14 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6855 | Best score: 401 | Gen avg: 221.85 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6856 | Best score: 405 | Gen avg: 221.13 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6857 | Best score: 405 | Gen avg: 217.41 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6858 | Best score: 405 | Gen avg: 218.26 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6859 | Best score: 405 | Gen avg: 215.82 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6860 | Best score: 405 | Gen avg: 226.14 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6861 | Best score: 405 | Gen avg: 218.52 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6862 | Best score: 405 | Gen avg: 216.67 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6863 | Best score: 395 | Gen avg: 226.35 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6864 | Best score: 395 | Gen avg: 233.00 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6865 | Best score: 395 | Gen avg: 231.65 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6866 | Best score: 402 | Gen avg: 225.86 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6867 | Best score: 402 | Gen avg: 217.23 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6868 | Best score: 402 | Gen avg: 225.71 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6869 | Best score: 402 | Gen avg: 221.70 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6870 | Best score: 402 | Gen avg: 226.96 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6871 | Best score: 402 | Gen avg: 229.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6872 | Best score: 402 | Gen avg: 229.71 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6873 | Best score: 395 | Gen avg: 220.17 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6874 | Best score: 395 | Gen avg: 218.28 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6875 | Best score: 395 | Gen avg: 214.84 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6876 | Best score: 395 | Gen avg: 212.45 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6877 | Best score: 395 | Gen avg: 208.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6878 | Best score: 395 | Gen avg: 208.70 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6879 | Best score: 395 | Gen avg: 213.81 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6880 | Best score: 395 | Gen avg: 223.53 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6881 | Best score: 395 | Gen avg: 222.75 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6882 | Best score: 395 | Gen avg: 227.77 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6883 | Best score: 395 | Gen avg: 226.15 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6884 | Best score: 395 | Gen avg: 222.78 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6885 | Best score: 395 | Gen avg: 221.16 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6886 | Best score: 390 | Gen avg: 219.10 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6887 | Best score: 390 | Gen avg: 219.40 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6888 | Best score: 390 | Gen avg: 209.21 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6889 | Best score: 390 | Gen avg: 225.65 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6890 | Best score: 390 | Gen avg: 232.86 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6891 | Best score: 385 | Gen avg: 226.38 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6892 | Best score: 385 | Gen avg: 225.44 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6893 | Best score: 388 | Gen avg: 231.89 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6894 | Best score: 388 | Gen avg: 228.18 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6895 | Best score: 388 | Gen avg: 224.77 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6896 | Best score: 388 | Gen avg: 222.12 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6897 | Best score: 385 | Gen avg: 224.40 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6898 | Best score: 385 | Gen avg: 230.32 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6899 | Best score: 385 | Gen avg: 222.04 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6900 | Best score: 385 | Gen avg: 220.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6901 | Best score: 385 | Gen avg: 219.11 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6902 | Best score: 385 | Gen avg: 228.50 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6903 | Best score: 385 | Gen avg: 228.87 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6904 | Best score: 385 | Gen avg: 238.36 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6905 | Best score: 385 | Gen avg: 227.53 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6906 | Best score: 385 | Gen avg: 231.35 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6907 | Best score: 385 | Gen avg: 234.13 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6908 | Best score: 385 | Gen avg: 238.33 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6909 | Best score: 385 | Gen avg: 228.81 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6910 | Best score: 385 | Gen avg: 229.67 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6911 | Best score: 385 | Gen avg: 219.66 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6912 | Best score: 387 | Gen avg: 223.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6913 | Best score: 387 | Gen avg: 225.13 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6914 | Best score: 385 | Gen avg: 235.51 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6915 | Best score: 385 | Gen avg: 226.55 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6916 | Best score: 387 | Gen avg: 222.96 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6917 | Best score: 387 | Gen avg: 231.50 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6918 | Best score: 385 | Gen avg: 221.30 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6919 | Best score: 385 | Gen avg: 222.16 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6920 | Best score: 385 | Gen avg: 226.49 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6921 | Best score: 385 | Gen avg: 228.90 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6922 | Best score: 395 | Gen avg: 229.56 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6923 | Best score: 395 | Gen avg: 223.52 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6924 | Best score: 395 | Gen avg: 223.10 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6925 | Best score: 395 | Gen avg: 222.61 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6926 | Best score: 395 | Gen avg: 224.43 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6927 | Best score: 395 | Gen avg: 218.92 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6928 | Best score: 395 | Gen avg: 214.73 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6929 | Best score: 395 | Gen avg: 219.14 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6930 | Best score: 386 | Gen avg: 219.79 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6931 | Best score: 386 | Gen avg: 228.27 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6932 | Best score: 386 | Gen avg: 217.96 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6933 | Best score: 391 | Gen avg: 217.28 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6934 | Best score: 396 | Gen avg: 212.70 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6935 | Best score: 396 | Gen avg: 212.48 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6936 | Best score: 396 | Gen avg: 226.40 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6937 | Best score: 396 | Gen avg: 220.73 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6938 | Best score: 396 | Gen avg: 220.92 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6939 | Best score: 396 | Gen avg: 216.19 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6940 | Best score: 396 | Gen avg: 203.62 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6941 | Best score: 396 | Gen avg: 202.15 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6942 | Best score: 396 | Gen avg: 214.93 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6943 | Best score: 396 | Gen avg: 219.58 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6944 | Best score: 396 | Gen avg: 217.44 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6945 | Best score: 396 | Gen avg: 215.92 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6946 | Best score: 396 | Gen avg: 218.88 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6947 | Best score: 396 | Gen avg: 220.50 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6948 | Best score: 396 | Gen avg: 216.11 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6949 | Best score: 396 | Gen avg: 221.64 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6950 | Best score: 396 | Gen avg: 219.94 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6951 | Best score: 396 | Gen avg: 223.90 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6952 | Best score: 396 | Gen avg: 224.01 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6953 | Best score: 396 | Gen avg: 212.68 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6954 | Best score: 396 | Gen avg: 212.42 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6955 | Best score: 396 | Gen avg: 214.42 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6956 | Best score: 396 | Gen avg: 222.15 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6957 | Best score: 396 | Gen avg: 213.40 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6958 | Best score: 396 | Gen avg: 220.67 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6959 | Best score: 396 | Gen avg: 212.68 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #6960 | Best score: 396 | Gen avg: 218.05 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
